,Unnamed: 0,Cod,Nombre,Descripcion ,Stock,etiquetas
142,142,143,Janumet Msd 50 Mg/500 Mg,En adultos con diabetes mellitus tipo 2: Como adyuvante a la dieta y el ejercicio para mejorar el control glucémico en pacientes que no estén adecuadamente controlados. Como adyuvante a la dieta y el ejercicio en combinación con una sulfonilurea. Como adyuvante a la dieta y el ejercicio junto con un agonista PPAR-gamma (una tiazolidindiona). Como terapia adicional a insulina (terapia de combinación triple).,12,6
143,143,144,Glibenclamida Mintlab 5 Mg,"Diabetes mellitus tipo II cuando no pueda controlarse mediante dieta, ejercicio físico y pérdida de peso. Coadyuvante de insulina en diabetes insulinodependiente.",5,6
144,144,145,Insulina Regular Humulin 10 Ml,diabetes mellitus. ,20,33
145,145,146,Glicem 5 Mg,"Diabetes mellitus tipo II cuando no pueda controlarse mediante dieta, ejercicio físico y pérdida de peso. Coadyuvante de insulina en diabetes insulinodependiente.",12,6
146,146,147,Amaryl M 2 Mg,Hipoglucemiante oral sinérgico. Diabetes no insulino-dependiente que no puede controlarse satisfactoriamente solo con dieta. Diabetes no insulino-dependiente en especial cuando se asocia a obesidad. Diabetes no insulino-dependiente asociada a la falta de reacción favorable de otros ttos. con hipoglucemiantes orales.,14,6
147,147,148,Kombiglyze Xr 2.5 Mg,"En adultos con diabetes mellitus tipo 2, junto con la dieta y el ejercicio, para mejorar el control glucémico: En pacientes no controlados adecuadamente con la dosis máxima tolerada de metformina. En combinación con otros medicamentos para el tratamiento de la diabetes, incluyendo insulina, en pacientes no controlados adecuadamente con metformina y estos medicamentos. En pacientes que estén recibiendo ya tratamiento con la combinación de saxagliptina y metformina en comprimidos distintos.",21,6
148,148,149,Diamicron Mr 30 Mg,"Diabetes mellitus tipo II, cuando la dieta, ejercicio físico y reducción de peso por sí solos no son adecuados.",3,6
149,149,150,Janumet Msd 850 Mg,"Como terapia inicial en pacientes con diabetes mellitus tipo II, para mejorar el control glicémico cuando la dieta y ejercicios no proporcionan el control glicémico adecuado. Como complemento, para pacientes que siguen un tratamiento con metformina o sitagliptina sola o en pacientes que ya están siendo tratados con una combinación de sitagliptina y metformina. También en combinación con una sulfonilurea.",21,6
150,150,151,Galvus Met 50 Mg/1000 Mg,"Diabetes mellitus tipo 2: En adultos sin control suficiente de la glucemia con la dosis máxima tolerada de metformina en monoterapia por vía oral o que ya están en tratamiento con esta combinación en formas individuales. En combinación con una sulfonilurea (terapia triple), como coadyuvante a dieta y ejercicio, en adultos controlados inadecuadamente con metformina y una sulfonilurea. En combinación con insulina (terapia triple), como coadyuvante a dieta y ejercicio, en adultos no controlados adecuadamente con insulina y metformina.",22,6
151,151,152,Toallas Sanitarias Nosotras Básicas 42 Unidad,"Son mas gruesitas, pero igualmente cómodas. Su cubierta tela tipo algodón además de tener los beneficios de los extractos de algodón, es muy suave con tu piel.",30,70
152,152,153,Protectores Carefree Diarios Con Perfume Paquete,Paquete de 15 protectores Íntimos Carefree.,10,61
153,153,154,Jabón Íntimo Lactibon Fem Espuma Fresh 200 Ml Frasco,Jabón íntimo en espuma. 3. 5PH. Solución. Limpiador para la higiene diaria femenina.,20,63
154,154,155,Desodorante Rexona Antibacterial Invisible 50 Ml Roll On,Desodorante rexona roll on women ap antibac invisible 12x50 ml,15,21
155,155,156,Copa Menstrual Divacup Talla Mediana Modelo 1 Unidad,"La mejor copa menstrual reutilizable del mundo. Tienes entre 19 y 30 años, y tu flujo es regular. Úsala hasta por 12 horas. 100% silicona de grado médico. ¡Solo lo mejor para tu vagina. Sin químicos, plásticos ni tinturas.",10,51
156,156,157,Pañales Nappis Fisher-Price P Paquete,"Pañales con cubierta hipoalergénica, sistema autoajustable fit & flex. Ajuste más cómodo y máxima absorción. Talla Pequeño de 3, 5 a 6 kg",13,79
157,157,158,Cepillo Dental Oral B Whitening Therapy Purification 2 Un Paquete,Blanquea y purifica delicadamente tus dientes con la tecnología del Cepillo Dental Oral-B Whitening Theraphy Purification. Con cerdas extra suaves y 20 veces más delgadas que un cepillo de cerdas planas. Con cabeza compacta para áreas difíciles de alcanzar,32,34
158,158,159,Toallas Sanitarias Nocturnas Nosotras Buenas Noches Paquete,"Nosotras Buenas Noches, 8 cm más larga y más ancha atrás que una toalla normal para mayor seguridad mientras duermes.",17,50
159,159,160,Preservativos Five Steel Caja,Preservativos listos para cualquier momento.,20,19
160,160,161,Preservativos Five Skin 5 Ultra Sensitivos Caja,Preservativos Five Skin 5 Ultra Sensitivos Metal Box más Lubricante.,15,19
161,161,162,Multiflora 6.81 G Unidad,"Capsulas de probióticos y Vitaminas C, E, A de 0.227 g c/u",12,62
162,162,163,Diaren 100 Ml Frasco,"Cada 5 mL de suspensión contiene: Nifuroxazida: 200 mg, Atapulgita: 500 mg, Excipientes c.s. Frasco 100 ml Suspensión.",5,24
163,163,164,Ciruelax Forte Unidad,Comprimido con extracto seco de hojas de Cassia Angustifolia Vahl 125 mg.,19,46
164,164,165,Duphalac 15 Ml Sobres,"Sobre de Lactulosa 66,7 g/100 ml. Cada sobre de 15 ml contiene 10 g de Lactulosa.",21,24
165,165,166,Ciruelax Té Laxante 1500 Mg Unidad,"bolsa autofiltrante para infusión, Ciruelax.",5,49
166,166,167,Leche De Magnesia Phillips Frasco 120 Ml,Frasco con leche de magnesia de 120 ml.,7,8
167,167,168,Leche De Magnesia Mk 360 Ml Frasco,Cada 100 ml contiene: Hidróxido de magnesio 8.5 g. Vehículo cbp 100.0 ml.,10,24
168,168,169,Plantaben 5 G Sobres,"Para el tratamiento sintomático del estreñimiento. - En situaciones en las que sería deseable facilitar la deposición de las heces, por ejemplo en casos de deposiciones dolorosas tras cirugía rectal o anal, fisuras anales y hemorroides.",17,45
169,169,170,Neolax Sobres,"Estreñimiento crónico funcional, laxante",21,84
170,170,171,Dulcolax 5 Mg Unidad,1 Comprimido de Dulcolax de 5mg de Picosulfato Sódico.,13,18
